Name;Type;RA;Declinaison;Const;Hubble
NGC5954;G;15:34:35.02;+15:12:00.2;Se1;SABc
NGC5955;G;15:35:12.48;+05:03:46.8;Se1;Sb
NGC5956;G;15:34:58.54;+11:45:01.0;Se1;SBc
NGC5957;G;15:35:23.21;+12:02:51.4;Se1;Sb
NGC5958;G;15:34:49.15;+28:39:18.9;CrB;SABc
NGC5959;G;15:37:22.43;-16:35:44.8;Lib;E
NGC5960;G;15:36:18.43;+05:39:55.3;Se1;Sab
NGC5961;G;15:35:16.32;+30:51:51.0;CrB;Sb
NGC5962;G;15:36:31.68;+16:36:28.0;Se1;Sc
NGC5963;G;15:33:27.86;+56:33:34.9;Dra;SABb
NGC5964;G;15:37:36.22;+05:58:26.5;Se1;SBcd
NGC5965;G;15:34:02.46;+56:41:08.2;Dra;SABb
NGC5966;G;15:35:52.14;+39:46:08.2;Boo;E
NGC5967;G;15:48:15.93;-75:40:22.6;Aps;Sc
NGC5967A;G;15:46:58.72;-75:47:14.8;Aps;Sc
NGC5968;G;15:39:57.17;-30:33:10.0;Lup;SABb
NGC5969;G;15:34:51.02;+56:27:03.9;Dra;E
NGC5970;G;15:38:29.97;+12:11:11.8;Se1;SBc
NGC5971;G;15:35:36.89;+56:27:42.1;Dra;Sa
NGC5972;G;15:38:54.17;+17:01:34.3;Se1;S0-a
NGC5973;G;15:40:15.47;-08:36:03.4;Lib;S0-a
NGC5974;G;15:39:02.42;+31:45:35.7;CrB;Scd
NGC5975;G;15:39:57.97;+21:28:14.9;Se1;Sbc
NGC5976;G;15:36:47.97;+59:23:51.9;Dra;S0
NGC5977;G;15:40:33.45;+17:07:40.7;Se1;S0
NGC5978;G;15:42:27.22;-13:14:04.0;Lib;Sa
NGC5979;PN;15:47:41.06;-61:13:04.3;TrA;
NGC5980;G;15:41:30.40;+15:47:15.6;Se1;Sbc
NGC5981;G;15:37:53.45;+59:23:30.3;Dra;SBbc
NGC5982;G;15:38:39.83;+59:21:21.0;Dra;E
NGC5983;G;15:42:45.63;+08:14:28.0;Se1;E
NGC5984;G;15:42:53.17;+14:13:53.3;Se1;Sc
NGC5985;G;15:39:37.09;+59:19:55.0;Dra;Sb
NGC5986;GCl;15:46:03.44;-37:47:10.1;Lup;
NGC5987;G;15:39:57.37;+58:04:46.3;Dra;Sb
NGC5988;G;15:44:33.86;+10:17:35.3;Se1;Sc
NGC5989;G;15:41:32.80;+59:45:18.8;Dra;Sc
NGC5990;G;15:46:16.36;+02:24:55.5;Se1;SABa
NGC5991;G;15:45:16.78;+24:37:49.9;Se1;E
NGC5992;G;15:44:21.51;+41:05:10.9;Boo;SBb
NGC5993;G;15:44:27.62;+41:07:14.9;Boo;Sb
NGC5994;G;15:46:53.26;+17:52:21.4;Se1;SBbc
NGC5995;G;15:48:24.95;-13:45:28.0;Lib;SABa
NGC5996;G;15:46:58.88;+17:53:03.1;Se1;SBbc
NGC5997;G;15:47:27.67;+08:19:16.3;Se1;E
NGC5998;OCl;15:49:38.21;-28:34:41.6;Sco;
NGC5999;OCl;15:52:08.63;-56:28:22.1;Nor;
NGC6000;G;15:49:49.55;-29:23:12.6;Sco;SBbc
NGC6001;G;15:47:45.96;+28:38:30.1;CrB;SABc
NGC6002;*;15:47:44.39;+28:36:34.9;CrB;
NGC6003;G;15:49:25.64;+19:01:55.5;Se1;S0
NGC6004;G;15:50:22.72;+18:56:21.4;Se1;Sc
NGC6005;OCl;15:55:48.70;-57:26:14.6;Nor;
NGC6006;G;15:53:02.57;+12:00:19.3;Se1;S0-a
NGC6007;G;15:53:23.18;+11:57:33.1;Se1;SABc
NGC6008;G;15:52:56.03;+21:06:01.8;Se1;Sb
NGC6009;G;15:53:24.08;+12:03:31.2;Se1;S0-a
NGC6010;G;15:54:19.15;+00:32:35.0;Se1;S0-a
NGC6011;G;15:46:32.89;+72:10:09.2;UMi;Sb
NGC6012;G;15:54:13.94;+14:36:04.5;Se1;SBab
NGC6013;G;15:52:52.84;+40:38:48.2;Her;SBb
NGC6014;G;15:55:57.40;+05:55:54.8;Se1;S0
NGC6015;G;15:51:25.23;+62:18:36.1;Dra;Sc
NGC6016;G;15:55:54.87;+26:57:59.4;CrB;SABc
NGC6017;G;15:57:15.44;+05:59:54.2;Se1;E
NGC6018;G;15:57:29.77;+15:52:21.4;Se1;S0-a
NGC6019;G;15:52:09.14;+64:50:26.4;Dra;
NGC6020;G;15:57:08.14;+22:24:16.5;Se1;E
NGC6021;G;15:57:30.69;+15:57:21.8;Se1;E
NGC6022;G;15:57:47.77;+16:16:56.3;Se1;SBbc
NGC6023;G;15:57:49.62;+16:18:36.7;Se1;E
NGC6024;G;15:53:07.87;+64:55:05.0;Dra;E
NGC6025;OCl;16:03:17.79;-60:25:52.9;TrA;
NGC6026;PN;16:01:20.91;-34:32:39.2;Lup;
NGC6027;G;15:59:12.54;+20:45:48.1;Se1;S0-a
NGC6027A;G;15:59:11.14;+20:45:17.5;Se1;S0-a
NGC6027B;G;15:59:10.83;+20:45:43.9;Se1;S0
NGC6027C;G;15:59:11.87;+20:44:51.4;Se1;SBc
NGC6027D;G;15:59:12.90;+20:45:35.7;Se1;Scd
NGC6027E;G;15:59:14.48;+20:45:57.3;Se1;S0-a
NGC6028;G;16:01:28.96;+19:21:35.6;Her;S0-a
NGC6029;G;16:01:58.87;+12:34:26.4;Se1;S0-a
NGC6030;G;16:01:51.42;+17:57:27.0;Her;S0
NGC6031;OCl;16:07:35.38;-54:00:53.8;Nor;
NGC6032;G;16:03:01.12;+20:57:21.4;Her;Sb
NGC6033;G;16:04:27.98;-02:07:15.5;Se1;Sbc
NGC6034;G;16:03:32.08;+17:11:55.3;Her;E
NGC6035;G;16:03:24.18;+20:53:28.5;Her;Sc
NGC6036;G;16:04:30.75;+03:52:06.5;Se1;S0-a
NGC6037;G;16:04:29.90;+03:48:54.5;Se1;S0-a
NGC6038;G;16:02:40.55;+37:21:34.2;CrB;Sc
NGC6039;G;16:04:39.57;+17:42:03.1;Her;E-S0
NGC6040;GPair;16:04:26.63;+17:44:42.5;Her;SABc
NGC6041;GPair;16:04:35.28;+17:43:09.3;Her;E-S0
NGC6042;Dup;16:04:39.57;+17:42:03.1;Her;
NGC6043;GPair;16:05:01.20;+17:46:26.0;Her;E-S0
NGC6044;G;16:04:59.68;+17:52:13.3;Her;S0
NGC6045;G;16:05:07.89;+17:45:27.6;Her;Sc
NGC6046;Dup;16:01:28.96;+19:21:35.6;Her;
NGC6047;G;16:05:08.99;+17:43:47.6;Her;E
NGC6048;G;15:57:30.25;+70:41:20.8;UMi;E
NGC6049;*;16:05:37.93;+08:05:46.5;Se1;
NGC6050;G;16:05:23.37;+17:45:25.8;Her;Sc
NGC6050B;G;16:05:22.22;+17:45:15.1;Her;Sc
NGC6051;G;16:04:56.67;+23:55:57.7;Se1;E
NGC6052;GPair;16:05:12.99;+20:32:32.5;Her;
NGC6052 NED01;G;16:05:12.87;+20:32:32.6;Her;
NGC6052 NED02;G;16:05:13.23;+20:32:32.7;Her;Scd
NGC6053;Dup;16:05:32.56;+18:09:34.5;Her;
NGC6054;G;16:05:38.15;+17:46:04.4;Her;E
NGC6055;G;16:05:39.65;+18:09:51.7;Her;E
NGC6056;G;16:05:31.28;+17:57:49.1;Her;S0-a
NGC6057;G;16:05:32.56;+18:09:34.5;Her;S0-a
NGC6058;PN;16:04:26.54;+40:40:59.0;Her;
NGC6059;**;16:06:48.00;-06:23:35.0;Oph;
NGC6060;G;16:05:51.98;+21:29:05.9;Her;SABc
NGC6061;G;16:06:16.03;+18:14:59.8;Her;E-S0
NGC6062;G;16:06:22.82;+19:46:40.7;Her;Sbc
NGC6062B;G;16:06:18.97;+19:45:47.7;Her;Sc
NGC6063;G;16:07:12.99;+07:58:44.4;Se1;Sc
NGC6064;Dup;16:05:12.99;+20:32:32.5;Her;
NGC6065;G;16:07:22.96;+13:53:16.5;Se1;E-S0
NGC6066;G;16:07:35.35;+13:56:37.4;Se1;E
NGC6067;OCl;16:13:11.05;-54:13:08.2;Nor;
NGC6068;G;15:55:25.99;+78:59:48.4;UMi;SBbc
NGC6068A;G;15:54:47.51;+78:59:06.4;UMi;S0
NGC6069;G;16:07:41.64;+38:55:50.7;CrB;E
NGC6070;G;16:09:58.69;+00:42:33.5;Se1;Sc
NGC6071;G;16:02:07.03;+70:25:01.3;UMi;E
NGC6072;PN;16:12:58.20;-36:13:48.0;Sco;
NGC6073;G;16:10:10.85;+16:41:58.6;Her;Sc
NGC6074;GPair;16:11:17.00;+14:15:25.0;Her;
NGC6074 NED01;G;16:11:16.76;+14:15:18.1;Her;E
NGC6074 NED02;G;16:11:17.22;+14:15:31.5;Her;E
NGC6075;G;16:11:22.59;+23:57:54.0;Her;S0
NGC6076;GPair;16:11:13.40;+26:52:21.0;CrB;
NGC6076 NED01;G;16:11:13.01;+26:52:19.3;CrB;
NGC6076 NED02;G;16:11:13.80;+26:52:24.0;CrB;
NGC6077;G;16:11:14.12;+26:55:24.3;CrB;E
NGC6078;G;16:12:05.45;+14:12:31.6;Her;E
NGC6079;G;16:04:29.21;+69:39:56.8;UMi;E
NGC6080;GPair;16:12:59.00;+02:10:45.0;Se1;
NGC6080 NED01;G;16:12:58.64;+02:10:38.2;Se1;Sab
NGC6080 NED02;G;16:12:59.46;+02:10:51.8;Se1;S0
NGC6081;G;16:12:56.86;+09:52:01.6;Her;S0
NGC6082;Other;16:15:27.56;-34:13:57.9;Sco;
NGC6083;G;16:13:12.66;+14:11:07.5;Her;SBbc
NGC6084;G;16:14:16.72;+17:45:26.8;Her;Sa
NGC6085;G;16:12:35.22;+29:21:54.3;CrB;Sa
NGC6086;G;16:12:35.53;+29:29:05.2;CrB;E
NGC6087;OCl;16:18:50.58;-57:56:04.5;Nor;
NGC6088;GPair;16:10:43.50;+57:27:51.0;Dra;
NGC6088 NED01;G;16:10:42.63;+57:27:59.5;Dra;E?
NGC6088 NED02;G;16:10:44.38;+57:27:43.7;Dra;E-S0
NGC6089;GPair;16:12:40.70;+33:02:11.0;CrB;
NGC6089 NED01;G;16:12:40.15;+33:02:05.6;CrB;S0
NGC6089 NED02;G;16:12:41.34;+33:02:15.8;CrB;S?
NGC6090;GPair;16:11:40.70;+52:27:24.0;Dra;
NGC6090 NED01;G;16:11:40.33;+52:27:23.7;Dra;Sa
NGC6090 NED02;G;16:11:40.82;+52:27:26.9;Dra;Sab
NGC6091;G;16:07:52.99;+69:54:17.2;UMi;E
NGC6092;**;16:14:04.60;+28:07:32.2;CrB;
NGC6093;GCl;16:17:02.51;-22:58:30.4;Sco;
NGC6094;G;16:06:33.90;+72:29:39.8;UMi;S0
NGC6095;G;16:11:10.97;+61:16:04.7;Dra;E-S0
NGC6096;G;16:14:46.70;+26:33:31.8;CrB;Sb
NGC6097;G;16:14:26.17;+35:06:33.0;CrB;S0-a
NGC6098;G;16:15:34.18;+19:27:43.1;Her;E
NGC6099;G;16:15:35.56;+19:27:12.2;Her;E
NGC6100;G;16:16:52.37;+00:50:28.7;Se1;S0-a
NGC6101;GCl;16:25:48.57;-72:12:05.6;Aps;
NGC6102;G;16:15:36.92;+28:09:30.9;CrB;Sbc
NGC6103;G;16:15:44.62;+31:57:50.2;CrB;Sc
NGC6104;G;16:16:30.69;+35:42:29.0;CrB;SBb
NGC6105;G;16:17:09.31;+34:52:44.0;CrB;SBa
NGC6106;G;16:18:47.17;+07:24:39.2;Her;Sc
NGC6107;G;16:17:20.13;+34:54:07.0;CrB;E
NGC6108;G;16:17:25.63;+35:08:08.6;CrB;SBab
NGC6109;G;16:17:40.52;+35:00:15.4;CrB;E
NGC6110;G;16:17:43.97;+35:05:13.1;CrB;Sa
NGC6111;GPair;16:14:22.80;+63:15:40.0;Dra;E
NGC6112;G;16:18:00.56;+35:06:37.0;CrB;E
NGC6113;G;16:19:10.54;+14:08:01.1;Her;S0
NGC6114;G;16:18:23.63;+35:10:27.5;CrB;Sab
NGC6115;OCl;16:24:26.38;-51:56:53.7;Nor;
NGC6116;G;16:18:54.60;+35:09:14.3;CrB;SABb
NGC6117;G;16:19:18.16;+37:05:42.8;CrB;Sc
NGC6118;G;16:21:48.62;-02:17:00.4;Se1;Sc
NGC6119;G;16:19:41.97;+37:48:22.7;CrB;Sc
NGC6120;G;16:19:48.10;+37:46:28.1;CrB;Sb
NGC6121;GCl;16:23:35.40;-26:31:31.9;Sco;
NGC6122;G;16:20:09.53;+37:47:53.6;CrB;Sb
NGC6123;G;16:17:19.74;+61:56:20.8;Dra;S0-a
NGC6124;OCl;16:25:20.06;-40:39:13.3;Sco;
NGC6125;G;16:19:11.55;+57:59:03.2;Dra;E
NGC6126;G;16:21:27.93;+36:22:35.9;CrB;E-S0
NGC6127;Dup;16:19:11.55;+57:59:03.2;Dra;
NGC6128;Dup;16:19:11.55;+57:59:03.2;Dra;
NGC6129;G;16:21:43.27;+37:59:45.7;CrB;E
NGC6130;G;16:19:33.44;+57:36:53.9;Dra;Sbc
NGC6131;G;16:21:52.25;+38:55:56.8;CrB;SABc
NGC6132;G;16:23:38.84;+11:47:10.5;Her;Sab
NGC6133;Other;16:20:17.21;+56:39:08.7;Dra;
NGC6134;OCl;16:27:46.50;-49:09:04.2;Nor;
NGC6135;G;16:14:24.88;+64:58:57.9;Dra;
NGC6136;G;16:20:59.42;+55:58:13.8;Dra;Sc
NGC6137;G;16:23:03.10;+37:55:20.5;CrB;E
NGC6138;Dup;17:22:40.02;+41:06:06.1;Her;
NGC6139;GCl;16:27:40.51;-38:50:59.1;Sco;
NGC6140;G;16:20:58.16;+65:23:26.0;Dra;Sc
NGC6141;G;16:23:06.41;+40:51:29.9;Her;SBa
NGC6142;G;16:23:21.07;+37:15:30.2;CrB;Sb
NGC6143;G;16:21:42.29;+55:05:09.8;Dra;SABb
NGC6144;GCl;16:27:14.14;-26:01:29.0;Sco;
NGC6145;G;16:25:02.36;+40:56:47.9;Her;Sb
NGC6146;G;16:25:10.36;+40:53:34.3;Her;E
NGC6147;G;16:25:05.84;+40:55:43.6;Her;SABb
NGC6148;G;16:27:04.03;+24:05:35.8;Her;Sb
NGC6149;G;16:27:24.23;+19:35:49.9;Her;S0
NGC6150;G;16:25:50.03;+40:29:18.8;Her;E
NGC6151;Other;16:38:24.22;-73:15:08.8;Aps;
NGC6152;OCl;16:32:45.62;-52:38:38.4;Nor;
NGC6153;PN;16:31:30.64;-40:15:12.4;Sco;
NGC6154;G;16:25:30.48;+49:50:24.9;Her;Sa
NGC6155;G;16:26:08.34;+48:22:00.5;Her;SBbc
NGC6156;G;16:34:52.55;-60:37:07.7;TrA;Sc
NGC6157;G;16:25:48.39;+55:21:38.1;Dra;E
NGC6158;G;16:27:40.89;+39:22:58.8;Her;E
NGC6159;G;16:27:25.23;+42:40:47.0;Her;E-S0
NGC6160;G;16:27:41.13;+40:55:37.2;Her;E
NGC6161;G;16:28:20.63;+32:48:38.3;Her;S?
NGC6162;G;16:28:22.37;+32:50:57.6;Her;S0
NGC6163;G;16:28:27.91;+32:50:47.0;Her;S0
NGC6164;Neb;16:33:41.84;-48:04:48.2;Nor;
NGC6165;Neb;16:34:03.45;-48:09:01.8;Nor;
NGC6166;G;16:28:38.48;+39:33:05.6;Her;E
NGC6166B;G;16:28:53.21;+39:33:36.0;Her;Sc
NGC6166C;G;16:28:23.31;+39:34:13.1;Her;E
NGC6167;OCl;16:34:34.98;-49:46:18.8;Nor;
NGC6168;G;16:31:21.30;+20:11:05.8;Her;Sd
NGC6169;OCl;16:34:04.63;-44:02:44.3;Nor;
NGC6170;G;16:27:36.50;+59:33:45.0;Dra;E
NGC6171;GCl;16:32:31.92;-13:03:13.1;Oph;
NGC6172;G;16:22:10.30;-01:30:53.5;Se1;E
NGC6173;G;16:29:44.90;+40:48:41.8;Her;E
NGC6174;GPair;16:29:47.68;+40:52:19.1;Her;
NGC6174 NED01;G;16:29:46.50;+40:52:29.5;Her;E
NGC6174 NED02;G;16:29:47.32;+40:52:21.8;Her;S0
NGC6175;GPair;16:29:57.90;+40:37:45.0;Her;
NGC6175 NED01;G;16:29:57.53;+40:37:50.6;Her;Sbc
NGC6175 NED02;G;16:29:58.06;+40:37:42.8;Her;I
NGC6176;Dup;16:27:36.50;+59:33:45.0;Dra;
NGC6177;G;16:30:38.88;+35:03:23.2;Her;SBb
NGC6178;OCl;16:35:47.25;-45:38:37.5;Sco;
NGC6179;G;16:30:47.05;+35:06:08.1;Her;S0-a
NGC6180;G;16:30:33.92;+40:32:22.0;Her;E
NGC6181;G;16:32:20.96;+19:49:35.6;Her;SABc
NGC6182;G;16:29:34.00;+55:31:04.0;Dra;Sa
NGC6183;G;16:41:41.90;-69:22:19.8;TrA;Sa
NGC6184;G;16:31:34.53;+40:33:56.2;Her;SABb
NGC6185;G;16:33:17.83;+35:20:32.4;Her;Sa
NGC6186;G;16:34:25.48;+21:32:27.2;Her;Sa
NGC6187;G;16:31:36.70;+57:42:24.0;Dra;S0-a
NGC6188;Neb;16:40:05.84;-48:39:44.2;Ara;
NGC6189;G;16:31:40.90;+59:37:34.0;Dra;SABc
NGC6190;G;16:32:06.70;+58:26:20.3;Dra;Sc
NGC6191;G;16:11:30.49;+58:47:09.0;Dra;SBbc
NGC6192;OCl;16:40:23.87;-43:22:00.5;Sco;
NGC6193;OCl;16:41:20.23;-48:45:45.1;Ara;
NGC6194;G;16:36:37.15;+36:12:01.6;Her;E
NGC6195;G;16:36:32.57;+39:01:40.4;Her;Sb
NGC6196;G;16:37:53.92;+36:04:23.0;Her;E-S0
NGC6197;G;16:37:59.88;+35:59:43.8;Her;SBab
NGC6198;G;16:35:30.65;+57:29:12.4;Dra;E
NGC6199;*;16:39:28.97;+36:03:32.3;Her;
NGC6200;OCl;16:44:07.35;-47:27:45.6;Ara;
NGC6201;G;16:40:14.41;+23:45:55.2;Her;
NGC6202;G;16:43:23.23;+61:59:02.2;Dra;Sab
NGC6203;G;16:40:27.41;+23:46:29.4;Her;E
NGC6204;OCl;16:46:09.50;-47:01:01.1;Ara;
NGC6205;GCl;16:41:41.63;+36:27:40.7;Her;
NGC6206;G;16:40:07.90;+58:37:02.5;Dra;S0
NGC6207;G;16:43:03.75;+36:49:56.7;Her;Sc
NGC6208;OCl;16:49:28.19;-53:43:42.0;Ara;
NGC6209;G;16:54:57.66;-72:35:11.9;Aps;SABb
NGC6210;PN;16:44:29.52;+23:47:59.4;Her;
NGC6211;G;16:41:27.64;+57:47:01.1;Dra;S0
NGC6212;G;16:43:23.14;+39:48:23.2;Her;E
NGC6213;G;16:41:37.19;+57:48:53.5;Dra;
NGC6214;G;16:39:31.93;+66:02:22.3;Dra;Sb
NGC6215;G;16:51:06.81;-58:59:36.5;Ara;Sc
NGC6215A;G;16:52:59.45;-58:56:52.8;Ara;Sb
NGC6216;OCl;16:49:23.61;-44:43:53.5;Sco;
NGC6217;G;16:32:39.20;+78:11:53.4;UMi;Sbc
NGC6218;GCl;16:47:14.52;-01:56:52.2;Oph;
NGC6219;G;16:46:22.51;+09:02:16.3;Her;S0
NGC6220;G;16:47:13.28;-00:16:31.7;Oph;Sab
NGC6221;G;16:52:46.08;-59:13:07.0;Ara;Sc
NGC6222;Dup;17:00:45.40;-44:39:17.9;Sco;
NGC6223;G;16:43:04.31;+61:34:44.1;Dra;E-S0
NGC6224;G;16:48:18.54;+06:18:44.0;Her;E-S0
NGC6225;G;16:48:21.58;+06:13:22.0;Her;E-S0
NGC6226;Dup;16:43:23.23;+61:59:02.2;Dra;
NGC6227;*;16:51:33.72;-41:13:49.9;Sco;
NGC6228;G;16:48:02.66;+26:12:48.8;Her;Sb
NGC6229;GCl;16:46:58.86;+47:31:40.1;Her;
NGC6230;GPair;16:50:44.70;+04:36:18.0;Her;
NGC6230 NED01;G;16:50:42.73;+04:36:18.0;Her;E
NGC6230 NED02;G;16:50:46.70;+04:36:16.7;Her;E
NGC6231;OCl;16:54:10.92;-41:49:27.3;Sco;
NGC6232;G;16:43:20.24;+70:37:57.1;Dra;Sa
NGC6233;G;16:50:15.70;+23:34:47.4;Her;S0
NGC6234;G;16:51:57.34;+04:23:00.7;Oph;E
NGC6235;GCl;16:53:25.36;-22:10:38.8;Oph;
NGC6236;G;16:44:34.65;+70:46:48.8;Dra;SABc
NGC6237;Other;16:44:07.54;+70:38:05.3;Dra;
NGC6238;G;16:47:16.63;+62:08:49.3;Dra;Sc
NGC6239;G;16:50:04.98;+42:44:22.9;Her;SBb
NGC6240;G;16:52:58.87;+02:24:03.3;Oph;S0-a
NGC6241;G;16:50:10.95;+45:25:14.2;Her;Sbc
NGC6242;OCl;16:55:33.44;-39:27:39.4;Sco;
NGC6243;G;16:52:26.29;+23:19:57.3;Her;Sa
NGC6244;G;16:48:03.91;+62:12:01.6;Dra;Sa
NGC6245;Other;16:45:22.48;+70:48:16.5;Dra;
NGC6246;G;16:49:52.72;+55:32:31.4;Dra;Sb
NGC6246A;G;16:50:13.98;+55:23:04.6;Dra;Sc
NGC6247;G;16:48:20.24;+62:58:35.1;Dra;Sb
NGC6248;G;16:46:21.99;+70:21:31.7;Dra;SBc
NGC6249;OCl;16:57:41.50;-44:48:42.8;Sco;
NGC6250;Cl+N;16:57:56.07;-45:56:11.9;Ara;
NGC6251;G;16:32:31.97;+82:32:16.4;UMi;E
NGC6252;G;16:32:40.57;+82:34:36.4;UMi;Sab
NGC6253;OCl;16:59:05.13;-52:42:31.7;Ara;
NGC6254;GCl;16:57:08.99;-04:05:57.6;Oph;
NGC6255;G;16:54:47.95;+36:30:04.0;Her;SBc
NGC6256;GCl;16:59:32.69;-37:07:17.1;Sco;
NGC6257;G;16:56:03.51;+39:38:43.8;Her;SBc
NGC6258;G;16:52:29.79;+60:30:52.3;Dra;E
NGC6259;OCl;17:00:45.40;-44:39:17.9;Sco;
NGC6260;G;16:51:50.61;+63:42:52.5;Dra;Sbc
NGC6261;G;16:56:30.52;+27:58:39.0;Her;S0-a
NGC6262;G;16:58:42.80;+57:05:54.2;Dra;E-S0
NGC6263;G;16:56:43.20;+27:49:19.5;Her;E
NGC6264;G;16:57:16.13;+27:50:58.6;Her;SBb
NGC6265;G;16:57:29.10;+27:50:39.2;Her;S0
NGC6266;GCl;17:01:12.60;-30:06:44.5;Oph;
NGC6267;G;16:58:08.66;+22:59:06.4;Her;Sc
NGC6268;OCl;17:02:10.39;-39:43:41.6;Sco;
NGC6269;G;16:57:58.09;+27:51:15.6;Her;E
NGC6270;G;16:58:44.05;+27:51:32.8;Her;
NGC6271;G;16:58:50.77;+27:57:52.7;Her;E-S0
NGC6272;G;16:58:58.26;+27:55:51.3;Her;Sa
NGC6273;GCl;17:02:37.68;-26:16:04.6;Oph;
NGC6274;GPair;16:59:20.92;+29:56:37.8;Her;
NGC6274 NED01;G;16:59:20.50;+29:56:47.1;Her;SBb
NGC6274 NED02;G;16:59:21.43;+29:56:26.0;Her;SBab
NGC6275;G;16:55:33.37;+63:14:31.9;Dra;SBd
NGC6276;G;17:00:45.09;+23:02:38.4;Her;Sa
NGC6277;*;17:00:48.89;+23:02:21.7;Her;
NGC6278;G;17:00:50.33;+23:00:39.7;Her;S0
NGC6279;G;16:59:01.43;+47:14:13.8;Her;S0
NGC6280;GPair;17:01:57.49;+06:39:56.7;Oph;E
NGC6281;OCl;17:04:41.30;-37:59:06.8;Sco;
NGC6282;G;17:00:47.11;+29:49:14.2;Her;SBbc
NGC6283;G;16:59:26.57;+49:55:19.1;Her;Sc
NGC6284;GCl;17:04:28.75;-24:45:51.6;Oph;
NGC6285;G;16:58:24.01;+58:57:21.5;Dra;S0-a
NGC6286;G;16:58:31.38;+58:56:10.5;Dra;Sb
NGC6287;GCl;17:05:09.34;-22:42:28.8;Oph;
NGC6288;G;16:57:24.45;+68:27:25.3;Dra;E-S0
NGC6289;G;16:57:44.99;+68:30:53.0;Dra;E
NGC6290;G;17:00:56.43;+58:58:13.8;Dra;Sa
NGC6291;G;17:00:55.92;+58:56:15.2;Dra;E
NGC6292;G;17:03:03.47;+61:02:38.0;Dra;SABb
NGC6293;GCl;17:10:10.41;-26:34:54.3;Oph;
NGC6294;**;17:10:16.23;-26:34:28.4;Oph;
NGC6295;G;17:03:15.35;+60:20:15.9;Dra;Sb
NGC6296;G;17:08:44.47;+03:53:38.7;Oph;SABb
NGC6297;G;17:03:36.55;+62:01:32.2;Dra;S0
NGC6298;Dup;17:03:36.55;+62:01:32.2;Dra;
NGC6299;G;17:05:04.41;+62:27:28.2;Dra;E
NGC6300;G;17:16:59.47;-62:49:14.0;Ara;SBb
NGC6301;G;17:08:32.74;+42:20:20.8;Her;Sc
NGC6302;PN;17:13:44.63;-37:06:11.3;Sco;
NGC6303;G;17:05:02.77;+68:49:39.3;Dra;E
NGC6304;GCl;17:14:32.51;-29:27:44.2;Oph;
NGC6305;G;17:18:00.92;-59:10:19.5;Ara;E-S0
NGC6306;G;17:07:36.98;+60:43:44.0;Dra;SBab
NGC6307;G;17:07:40.47;+60:45:02.8;Dra;S0-a
NGC6308;G;17:11:59.71;+23:22:47.8;Her;SABc
NGC6309;PN;17:14:04.30;-12:54:38.0;Oph;
NGC6310;G;17:07:57.47;+60:59:24.6;Dra;Sb
NGC6311;G;17:10:43.57;+41:39:04.0;Her;E
NGC6312;G;17:10:48.16;+42:17:15.7;Her;E
NGC6313;G;17:10:20.80;+48:19:54.3;Her;Sab
NGC6314;G;17:12:38.71;+23:16:12.2;Her;Sa
NGC6315;G;17:12:46.15;+23:13:24.8;Her;Sc
NGC6316;GCl;17:16:37.41;-28:08:24.1;Oph;
NGC6317;G;17:08:59.51;+62:53:52.8;Dra;SBc
NGC6318;OCl;17:16:11.59;-39:25:29.9;Sco;
NGC6319;G;17:09:44.08;+62:58:23.0;Dra;E
NGC6320;G;17:12:55.74;+40:15:59.4;Her;Sbc
NGC6321;G;17:14:24.22;+20:18:50.1;Her;Sbc
NGC6322;OCl;17:18:25.79;-42:56:02.5;Sco;
NGC6323;G;17:13:18.08;+43:46:56.8;Her;SBab
NGC6324;G;17:05:25.32;+75:24:25.3;UMi;Sbc
NGC6325;GCl;17:17:59.27;-23:45:57.7;Oph;
NGC6326;PN;17:20:46.36;-51:45:15.8;Ara;
NGC6327;G;17:14:02.29;+43:38:58.1;Her;E
NGC6328;G;17:23:41.03;-65:00:36.6;Ara;SABa
NGC6329;G;17:14:15.03;+43:41:04.9;Her;E
NGC6330;G;17:15:44.42;+29:24:15.5;Her;SBb
NGC6331;G;17:03:35.97;+78:37:44.4;UMi;E
NGC6332;G;17:15:02.90;+43:39:36.7;Her;Sa
NGC6333;GCl;17:19:11.78;-18:30:58.5;Oph;
NGC6334;SNR;17:20:49.70;-36:06:09.8;Sco;
NGC6335;*Ass;17:19:31.92;-30:09:51.0;Sco;
NGC6336;G;17:16:16.57;+43:49:13.7;Her;Sa
NGC6337;PN;17:22:15.61;-38:29:01.4;Sco;
NGC6338;G;17:15:22.99;+57:24:40.3;Dra;S0
NGC6339;G;17:17:06.50;+40:50:41.9;Her;Sc
NGC6340;G;17:10:24.85;+72:18:16.0;Dra;S0-a
NGC6341;GCl;17:17:07.27;+43:08:11.5;Her;
NGC6342;GCl;17:21:10.14;-19:35:14.7;Oph;
NGC6343;G;17:17:16.27;+41:03:09.8;Her;E
NGC6344;**;17:17:18.15;+42:26:03.1;Her;
NGC6345;G;17:15:24.28;+57:21:01.1;Dra;SBa
NGC6346;G;17:15:24.49;+57:19:21.1;Dra;E-S0
NGC6347;G;17:19:54.67;+16:39:38.5;Her;SBb
NGC6348;G;17:18:21.19;+41:38:51.4;Her;S0-a
NGC6349;G;17:19:06.55;+36:03:39.3;Her;S0-a
NGC6350;G;17:18:42.25;+41:41:39.6;Her;S0
